address,price,beds,baths,sqft,url,description,type,page_number,neighborhood,scraped_date
"Apt Sunvue (Rso), 1161-1167 Sunvue Pl #1165, Los Angeles, CA 90012","$1,900/mo",N/A,N/A,N/A,https://www.zillow.com/apartments/los-angeles-ca/apt-sunvue-(rso)/B8WbwY/,"Shown By Appointment. Text to 626 Eight 7 Seven 15 Eight One

Renovated Spacious Upper 1-bed/1-bath, 2 balconies. Near Angelino and Victor Heights. Bonus room that could be used as a bedroom. 
One block away from Bob's Market from Fast & Furious movie.

Street Parking Only

APPLICATION REQUIREMENT:
* 650 credit score or higher
* Monthly Gross Income 3x rent amount
* Copies of Photo ID, Social, Pay Stubs, Bank Statement (Must have all 4 documents.), Or tax return if self-employed.
* Good landlord reference
* $59 application fee for each adult applicant
* Pets OK with $500 pet deposit and $50/month pet rent.",Rental,2,Echo Park,2025-08-06 22:17:47
"1218 W Sunset Blvd #305, Los Angeles, CA 90026","$2,280/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/1218-W-Sunset-Blvd-305-Los-Angeles-CA-90026/2072294048_zpid/,"Prime Location 
 
2 bedroom 1 bathroom located near the Dodger Stadium and Echo Park Lake.
Laundry facility available on-site. Month to month lease. Comes with 1 reserved parking space.Show more",Rental,2,Echo Park,2025-08-06 22:17:47
"Montana, 1315 Montana St APT 1, Los Angeles, CA 90026","$2,429/mo",N/A,N/A,N/A,https://www.zillow.com/apartments/los-angeles-ca/montana/9MLXN8/,"MATTERPORT TOUR

Welcome to our modern apartment in the heart of Los Angeles, CA. This sleek and stylish unit features recessed lighting, a dishwasher, air conditioning, and a microwave for your convenience. The kitchen boasts quartz counters and shaker cabinets, perfect for all your culinary needs. Enjoy the natural light that streams through the vinyl windows and horizontal blinds. The luxury vinyl plank flooring adds a touch of elegance to the space. With on-site parking and a 24/7 maintenance call center, your comfort and convenience are our top priorities. Stay connected with our tenant portal for easy communication and access to important information. Don't miss out on this fantastic opportunity to live in a modern and well-maintained apartment in a prime location. Contact us today to schedule a tour!

AMENITIES
On-Site Parking
On-Site Laundry
Luxury Vinyl Plank Flooring
Recessed Lighting
Vinyl Windows with Blinds

APPLIANCES
Dishwasher
Refrigerator
Range / Oven
Air Conditioning
Gas Wall Furnace

Details
Application Fee: $39
Base Price: $2649
Concession: -$220.75 - One Month Free on 12 Month Lease / Pro-rated
Net Rent: $2,428.25
Security Deposit - $2649
Tenant Pays Electric, Gas, Trash
Landlord Pays Water & Sewer

OPTIONAL
Single Parking Space $50 / Month
Pet Rent: Dog $50 | Cat $20 / Month

LOCATION
Echo Park Lake
Elysian Park
Silver Lake Reservoir
Easy Access to 101 & 110 & 5 Freeways

MOST CURRENT DETAILS HERE:

CONCESSION
You will be given the 2nd month free. The pro-rated listed rate demonstrates your average rent over the initial 12 month lease term.",Rental,2,Echo Park,2025-08-06 22:17:47
"Belmont Apartments, 627 Belmont Ave #1, Los Angeles, CA 90026","$2,063/mo",N/A,N/A,N/A,https://www.zillow.com/apartments/los-angeles-ca/belmont-apartments/9MLcY6/,"**All information deemed reliable but not guaranteed. Advertised rent is net pricing of the unit when factoring in the move in special on a 12 month lease. Actual gross rent paid is $2,250 for a 1 bed **

2ND MONTHS RENT FREE!!
Deposit: $1,000 *oac*

Welcome to Belmont Apartments, our boutique apartment community is located the vibrant city in Echo Park, adjacent to Silver Lake and Downtown LA. Some of the best restaurants, bars, parks and shopping that Los Angeles has to offer are all just minutes away. Close proximity to the 101 makes it easy to get to all the most trendy and desirable neighborhoods located in Northeast LA. Our two-bedroom, one-bathroom apartment offers a comfortable and convenient living experience. At Belmont Apartments, we prioritize your comfort and convenience, providing you with the amenities you need for a hassle-free lifestyle. Come and experience the best of Los Angeles living at Belmont Apartments.

KEY FEATURES
Bedrooms: 1
Bathrooms: 1
Lease Duration: 1 Year
Parking: 1 space
Deposit: $1,000 *oac
Pets Policy: Small pets allowed with additional $500 deposit and monthly pet rent ($50/dog & $25/cat)
Laundry: Shared
Property Type: Apartment
Utilities Included: none

Our beautifully unit, with no detail overlooked, include:
- stove/oven
- refrigerator
- exceptional views

Our boutique amenities include:
- online rent payment
- professional management
- off-street assigned parking

Please call us for more information and to schedule your personal tour!

**EQUAL HOUSING OPPORTUNITY**
Photos/3d Tour May Not Represent the Actual Unit Which Is For Lease. Advertised Sq. Footage is approximate. Please Contact The Leasing Agent For More Information",Rental,2,Echo Park,2025-08-06 22:17:47
"947 Figueroa Ter, Los Angeles, CA 90012","$2,600/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/947-Figueroa-Ter-Los-Angeles-CA-90012/2077531839_zpid/,"Get WARMED UP in this splendidly spacious 2br / 1ba second floor unit
Amazing VIEWS of Downtown LA skyline!
A convenient spot to Chinatown and Downtown
Spacious living area
Wood laminate floors throughout
Gas stove / wall heater and AC
Garbage disposal
Water-trash-gardener included
Laundry room in the building
Gated and secured property
Building parking & just steps to public transit

Call today to set up a viewing of this lovely residence :)

Owner pays water, trash, a gardener. Minimum 1 year lease. 
** FREE Home Products Gift Basket upon move-in **Show more",Rental,2,Echo Park,2025-08-06 22:17:47
"1035 Figueroa Ter APT 4, Los Angeles, CA 90012","$5,500/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/1035-Figueroa-Ter-APT-4-Los-Angeles-CA-90012/302797372_zpid/,"The Terrace, Modern Townhome in a gated community with onsite security. Located in Echo Park, very close to DTLA with amazing DTLA skyline views! 

This townhome comes with 3 bedrooms 2.5 bathrooms, 2 Balconies and 1 Patio, 2 car tandem Garage Parking with private Tesla EV Charging, generous guest parking spots, Full Size Laundry in-unit, Smart home ready with 2 upgraded Nest wifi thermostats, and built-in speakers. Master bedroom patio provides a stunning panoramic view of DTLA. All Bedrooms have upgraded custom walk-in closets from California Closet. 

Easy access to 110 and 101 Freeway Close to Dodger Stadium, Downtown LA, Little Tokyo, Arts District, Echo Park, Chinatown, Silver Lake, Koreatown, Pasadena, Glendale, Hollywood, Highland Park, Atwater Village and more.

*Prices and availability subject to change without notice.

Tenant pays for Internet (AT&T or Spectrum ready), Gas (Southern California Gas), Water & Electric (LADWP). 
Home will include: high-end refrigerator, microwave, stove/oven, dining room light fixture, bluetooth speakers setup for living room, tv mount installed, washer & dryer, 2 nest thermostats and ring camera (requires annual fee paid by renter). 
No smoking allowed.Hide",Rental,2,Echo Park,2025-08-06 22:17:47
"1244 Innes Ave, Los Angeles, CA","$5,300+ 5 bds",N/A,N/A,N/A,https://www.zillow.com/apartments/los-angeles-ca/1244-innes-a/9MLXDk/,"5 bedrooms and 4 bathrooms (1 en suite bathroom), living room, kitchen with appliances (microwave, electric range, oven. 
This newly built contemporary 5 bedroom complex is located in a highly desirable area of Echo Park with Dodgers Stadium within walking distance and popular restaurants/coffee shops all withing minutes away. Each unit has 3 bathrooms (1 en suite) and includes appliances such as a refrigerator, dishwasher, cooking range, washer/dryer. Enjoy beautiful views of Echo Park with these large floor to ceiling windows.

Schedule a tour today and experience everything these brand-new apartments have to offer!",Rental,2,Echo Park,2025-08-06 22:17:47
"1571 Curran St, Los Angeles, CA 90026","$6,850/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/1571-Curran-St-Los-Angeles-CA-90026/20753916_zpid/,"A lush, tranquil hideaway, with canyon views of hilly Elysian Heights, this charming home has been a creative catalyst and sanctuary for writers and artists for generations. Pass through the Pagoda entry, and cross an arched bridge over the koi pond, past the Zen-inspired garden, to the large wraparound deck perfect for California indoor/outdoor living. 

Living room with walls of windows, dark beams and skylight, offers lots of natural light with an open, airy feel and afternoon cross-room breezes. Slip into the antique clawfoot bathtub, with a view out to the eucalyptus grove that lets you relax with nature, or head out for a hike up the Baxter Steps and into Elysian Park. 

Awake to birdsong and the sound of falling water. Go out to the deck or balcony and experience the tranquil nature of colorful koi hoping to be fed, and the endless variety of local and migrant birds that stop by for a sip from the pond. The pond itself is home to a variety of medium size koi, goldfish, mosquito fish, dragonflies, and the resident lily pad-hopping frog. 

A short stroll down the hill offers your choice of Lady Byrd, Valerie Cafe or Canyon Coffee, on your way to a great selection of shops, cafes and restaurants, and to the lake in Echo Park.

The home is equipped with Central A/C. Located on a quiet street, there's consistently 2-3 open spots immediately in front of the house. Street has no through traffic, very low foot traffic, and no parking restrictions.

TERMS:
$6,850 monthly rent
Flexible lease terms. Available for short term to long term rentals (1-12 months). For stays of shorter than 6 months, the monthly rate varies and is dependent on time of year and length of stay.
Furnishings available. Can come unfurnished, or partially or fully furnished.
$13,700 refundable security deposit (for unfurnished)
Rent includes monthly yard and pond maintenance. 
Tenant pays all utilities and for any additionally-desired yard and pond maintenance.
Smoking of any kind is very strictly outdoors only.
Renters insurance policy required.

WHEN EMAILING, PLEASE LET US KNOW:
Please tell us more about yourself and your situation, including:
** How many people, pets (including breed, temperament, size, etc.), and smokers would live here,
** Whether you are looking for an unfurnished, or (partially / fully) furnished place (photos do not show current furnishings), and 
** Your preferred move-in date, and lease length. MAY BE AVAILABLE SOONER.
** Please also provide your credit score range/s.

.. PLEASE DO NOT DISTURB OCCUPANTS ..Hide",Rental,3,Echo Park,2025-08-06 22:17:47
"1946 1/2 Preston Ave, Los Angeles, CA 90026","$3,795/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/1946-1-2-Preston-Ave-Los-Angeles-CA-90026/349582687_zpid/,"Located in prime Echo Park, this inviting 2-bedroom 1-bath unit is brand new and ready to call home! This home boasts an inviting open floor plan, providing plenty of space for you to relax and unwind. The stylish kitchen is equipped with Euro style cabinets, brand new appliances and ample counter space perfect for preparing gourmet meals. The bedroom provides a cozy haven to retreat to after a long day while the bathroom is beautifully appointed with designer tile and finishes; providing a spa-like atmosphere for your relaxation and enjoyment. This unit also offers great charm and amenities such as oak hardwood flooring, powerful ac/heat and washer/dryer in unit. Located in the hills of Echo Park , this home offers easy access to a plethora of exciting entertainment options, trendy cafes, and boutique shops. The vibrant community offers something for everyone, whether you're looking to explore the local art scene or indulge in delicious cuisine. In addition to its prime location, its unparalleled combination of style, comfort and convenience, this rental unit is the perfect place to call home. Don't miss out on this incredible opportunity - schedule your viewing today!

Renter responsible for all utilities. Parking available for additional $100/monthHide",Rental,3,Echo Park,2025-08-06 22:17:47
"(undisclosed Address), Los Angeles, CA 90039","$3,000/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/Los-Angeles-CA-90039/2055768395_zpid/,"Up for rent is a vintage 1920s stand alone home in the heart of Echo Park. 

It is a 1 bedroom/1 bath with a one car driveway, storage garage and backyard. Original hard wood floors along with vintage kitchen counter. 

It is COMPLETELY UNFURNISHED. 
No Pets
No washing facilities/hookups. 
Security deposit will be discussed in person. 

Call to schedule an appointment for viewing at any time. Please do not text as I do not respond to text messages. Feel free to leave a message and I will get back to you as soon as possible.

It is a month rental agreement. Subleasing not permitted. Landlord is responsible for water only, all other amenities are tenants responsibility. No pets permitted. No washing facilities or hookups. No smoking. Further details will be discussed and explained via rental agreement.Hide",Rental,3,Echo Park,2025-08-06 22:17:47
"1029 N White Knoll Dr, Los Angeles, CA 90012","$6,400/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/1029-N-White-Knoll-Dr-Los-Angeles-CA-90012/2075454009_zpid/,"Welcome to your new home in prime Echo Park, where modern elegance meets urban festivity! This stunning 3-bedroom, 3.5-bathroom residence, built in 2021, offers comfortable living nestled against the picturesque backdrop of Elysian Park. Step inside and be greeted by an abundance of natural light streaming through the dual-pane picture windows, illuminating the open-concept living space. With tall 10-foot ceilings, the home feels airy and free, creating the perfect ambiance for relaxation and entertainment. The heart of the home lies in the gourmet kitchen, boasting sleek quartz countertops, a center island, and edgy stainless steel appliances, including a 5-burner Bertazzoni range. On the second level, you'll find the primary suite complete with a walk-in closet, dual sink vanity, and a roomy shower. Two additional bedroom suites offer comfort and privacy for family members or guests. This home is equipped with CAT-5 wiring, a smart thermostat, and smart door locks for added security and efficiency. Parking is a breeze with a 2-car garage, ensuring that you'll always have a space to come home to. But perhaps the piece de resistance is the expansive rooftop deck, offering panoramic views of Los Angeles' iconic skyline, as well as the beaming lights of Dodgers Stadium. This home is the perfect spot to unwind with a glass of wine or host gatherings under the city lights. Being in the heart of Echo Park and conveniently close to 110, 101, I-5, and I-10, you'll enjoy easy access to a myriad of entertainment, nightlife, and dining options in DTLA, Chinatown, Olvera Street, Silver Lake, Little Tokyo, Arts District, and much much more. Do not let this opportunity pass you by. 1029 White Knoll is ready to welcome its next resident! *Furniture are not included.*

Renter is responsible for all utilities (ie. water, power, gas, internet, cable, etc.) Ownership is responsible for landscaping and HOA. Qualifications: 700+ credit score, no eviction, sustainable monthly income, stable employment, renter insurance.Hide",Rental,3,Echo Park,2025-08-06 22:17:47
"1951 Echo Park Ave #1951, Los Angeles, CA 90026","$2,595/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/1951-Echo-Park-Ave-1951-Los-Angeles-CA-90026/2056303743_zpid/,"Are you ready for a peaceful, happy place to live with great neighbors and a housing provider that cares? Updated one bedroom apartment in a charming 4-unit bldg set up and off the street in prime Echo Park. Top floor with a view! 1 mile up from Sunset on Echo Park Ave. Beautiful kitchen with quartz counters, stainless steel refrigerator, stove overhead vent, and dishwasher. Newer bathroom. New windows and beautifully re-done original hardwood floors. Lush backyard with bamboo forest, laundry and 1 off-street parking space. Walk to great restaurants, coffee shops, and more. Available Oct 1, 2024. I take great care of the building and have awesome tenants that love living there and get along well. Don't miss seeing this one!

One year minimum.
Reference checks and FICO Score over 700
Free Laundry
Landlord pays water
Tenant pays all other utilities 
One off st parking space.Hide",Rental,3,Echo Park,2025-08-06 22:17:47
"1141 Echo Park Ave #108, Los Angeles, CA 90026","$1,842/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/1141-Echo-Park-Ave-108-Los-Angeles-CA-90026/2053409571_zpid/,"The market rent is $1,995/ mo (Market rent is before ONE MONTH FREE on a 13-month lease is applied, SO YOU PAY $1,841.53/mo)

Recently re-done studio in the heart of Echo Park. This Studio is right off of Sunset Blvd and a block from Echo Park Lake. The location is close to all the best restaurants and coffee shops in Echo Park. The building is a two-story vintage building tucked away off on a side street. 

The main room features ample space and natural light, creating a welcoming atmosphere. A large walk-in closet provides generous storage. The flooring throughout the main area is laminate, offering a sleek look and easy maintenance. The kitchen and bathroom are finished with stylish tiles, adding both functionality and modern appeal. The kitchen is equipped with updated appliances, including a stove and refrigerator! This well-maintained space combines practicality with contemporary updates, making it an ideal home for comfortable living. Contact us to schedule a tour today!

Street parking only, but there is a lot right next to the building.

Owner pays for water and gas.

12 month lease. Owner pays water, trash, and gas. Renter responsible for electricity only. No smoking allowed. Security deposit equals one months rent. Proof of renter's insurance required at move-in.Hide",Rental,3,Echo Park,2025-08-06 22:17:47
"1240 Vin Scully Ave APT 7, Los Angeles, CA 90026","$2,500/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/1240-Vin-Scully-Ave-APT-7-Los-Angeles-CA-90026/2088956944_zpid/,"HALF OFF THE FIRST MONTH OF RENT for immediate move in 

Amazing 2BR/1BA modern unit, in a remodeled building. Located in trendy Echo Park neighborhood, one block away from Dodger Stadium. Granite Counter Tops, Stainless Steel Appliances. 1 parking spot. Walking distance to Restaurants, Bars, and shopping on Sunset Blvd. Conveniently located minutes from Downtown, Silverlake, Los Feliz, and Hollywood.

Owner Pays for water, 1 parking spot included, laundry on site.Show more",Rental,3,Echo Park,2025-08-06 22:17:47
"930 New Depot St APT 1, Los Angeles, CA 90012","$2,350/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/930-New-Depot-St-APT-1-Los-Angeles-CA-90012/2063161353_zpid/,"Beautiful & Spacious Lower 2 Bedroom + 1 Bath in Quiet Victor Heights, China Town. This unit features gorgeous new flooring, AC wall mounts, front yard, open lay out, spacious bedrooms, newly remodeled bathroom, parking onsite, and much more. This unit has a massive front yard!!
12 Month lease, tenants pay all utilities, laundry onsite, no pets, available now! 
Contact RIA Management for more informationShow more",Rental,3,Echo Park,2025-08-06 22:17:47
"930 New Depot St APT 4, Los Angeles, CA 90012","$2,325/mo",N/A,N/A,N/A,https://www.zillow.com/homedetails/930-New-Depot-St-APT-4-Los-Angeles-CA-90012/445916359_zpid/,"Beautiful & Spacious Upper 2 Bedroom + 1 Bath in Quiet Victor Heights, China Town. This unit features gorgeous new flooring, AC wall mounts, open lay out, spacious bedrooms, newly remodeled bathroom, parking onsite, and much more. 12 Month lease, tenants pay all utilities, laundry onsite, no pets, available now! 
Contact RIA Management for more informationShow more",Rental,3,Echo Park,2025-08-06 22:17:47
